
!!SBtab SBtabVersion='1.0' TableType='QuantityType' TableName='Jiang Result'
!QuantityType	!Reaction:SBML:reaction:id	!Compound:SBML:species:id	!Value	!Mean	!Std	!Unit	!Provenance	!Type	!Reference	!lnMean	!lnStd
Michaelis constant	v22	Asp	0.0198879599813	0.0426800795393	0.08104078021	mM	Balanced parameter value	Basic		-3.91764075642	1.23581371371
Michaelis constant	v22	Asp_cyt	0.0349034757827	0.0843129290537	0.185395220716	mM	Balanced parameter value	Basic		-3.35516886211	1.3281180715
Michaelis constant	v22	Glu	0.0616148175167	0.145288092385	0.3102569636	mM	Balanced parameter value	Basic		-2.78685289327	1.30982153714
Michaelis constant	v24	NADH	0.0344192929859	0.0972424746071	0.256947183272	mM	Balanced parameter value	Basic		-3.3691380292	1.44124276081
Michaelis constant	v24	Q	0.0288497424676	0.0791912888298	0.202438498221	mM	Balanced parameter value	Basic		-3.54565421267	1.42110185204
Michaelis constant	v24	NAD_p	0.0289092861558	0.0816754291282	0.215813835897	mM	Balanced parameter value	Basic		-3.54359241521	1.44124276081
Michaelis constant	v24	QH2	0.0344903318055	0.0946744613375	0.242018485319	mM	Balanced parameter value	Basic		-3.36707623174	1.42110185204
Michaelis constant	v25	QH2	0.0344903318055	0.0946744613375	0.242018485319	mM	Balanced parameter value	Basic		-3.36707623174	1.42110185204
Michaelis constant	v25	Cytc3p	0.0288519858929	0.0685780411768	0.147874571026	mM	Balanced parameter value	Basic		-3.54557645329	1.31589783671
Michaelis constant	v25	Q	0.0288497424676	0.0791912888297	0.202438498221	mM	Balanced parameter value	Basic		-3.54565421267	1.42110185204
Michaelis constant	v25	Cytc2p	0.0344876499629	0.0819734034264	0.176758940022	mM	Balanced parameter value	Basic		-3.36715399112	1.31589783671
Michaelis constant	v26	Cytc2p	0.0344876499629	0.0819734034263	0.176758940022	mM	Balanced parameter value	Basic		-3.36715399112	1.31589783671
Michaelis constant	v26	Cytc3p	0.0288519858929	0.0685780411768	0.147874571026	mM	Balanced parameter value	Basic		-3.54557645329	1.31589783671
Michaelis constant	v27	Cit_cyt	0.454886373719	1.01608439933	2.02949013623	mM	Balanced parameter value	Basic		-0.787707619309	1.2678044291
Michaelis constant	v27	CoA_cyt	0.0244667397059	0.0466262075045	0.0756391975216	mM	Balanced parameter value	Basic		-3.71044064678	1.13564795922
Michaelis constant	v27	OXA_cyt	0.384283580491	0.83845588416	1.62594434698	mM	Balanced parameter value	Basic		-0.956374508082	1.2491446643
Michaelis constant	v27	Acetyl_CoA_cyt	0.0406689735605	0.0775027659188	0.12572858342	mM	Balanced parameter value	Basic		-3.20228979763	1.13564795922
Michaelis constant	v28	ADP	0.00994950073115	0.0244241394188	0.0547563651576	mM	Balanced parameter value	Basic		-4.61023290684	1.34018624941
Michaelis constant	v28	Pi	1.23845721119	2.78975709437	5.6310521318	mM	Balanced parameter value	Basic		0.213866420456	1.27443172327
Michaelis constant	v28	ATP	0.0100021309886	0.0245533367303	0.0550460120125	mM	Balanced parameter value	Basic		-4.60495710983	1.34018624941
Michaelis constant	v28	H2O	1.82466920793	2.66632701186	2.84098140572	mM	Balanced parameter value	Basic		0.601398714676	0.870980091245
Michaelis constant	v29	Cit_cyt	0.454886373718	1.01608439933	2.02949013623	mM	Balanced parameter value	Basic		-0.78770761931	1.2678044291
Michaelis constant	v29	IsoCitcyt	0.450009978211	1.00554020908	2.00929979047	mM	Balanced parameter value	Basic		-0.798485522662	1.26807763267
Michaelis constant	v30	Mal_cyt	0.749630391359	1.89107027267	4.37972246476	mM	Balanced parameter value	Basic		-0.288175005444	1.36038079674
Michaelis constant	v30	OG	0.252727163925	0.646382389458	1.52160493594	mM	Balanced parameter value	Basic		-1.37544477561	1.37046033101
Michaelis constant	v30	OG_cyt	0.349457161594	0.780351603081	1.55806042809	mM	Balanced parameter value	Basic		-1.05137429537	1.26756744016
Michaelis constant	v30	Mal	0.419935086168	1.10726343723	2.70146082557	mM	Balanced parameter value	Basic		-0.867655136393	1.39251336498
Michaelis constant	v31	NADH_cyt	0.0382038679866	0.104891587166	0.268206422656	mM	Balanced parameter value	Basic		-3.2648185123	1.42126038916
Michaelis constant	v31	OXA_cyt	0.384283580492	0.838455884161	1.62594434699	mM	Balanced parameter value	Basic		-0.95637450808	1.2491446643
Michaelis constant	v31	Mal_cyt	0.74963039136	1.89107027267	4.37972246476	mM	Balanced parameter value	Basic		-0.288175005444	1.36038079674
Michaelis constant	v31	NAD	0.0260454567207	0.0715097564169	0.182849516074	mM	Balanced parameter value	Basic		-3.64791193211	1.42126038916
Michaelis constant	v32	Asp_cyt	0.0349034757827	0.0843129290537	0.185395220716	mM	Balanced parameter value	Basic		-3.35516886211	1.3281180715
Michaelis constant	v32	OG_cyt	0.349457161593	0.78035160308	1.55806042809	mM	Balanced parameter value	Basic		-1.05137429537	1.26756744016
Michaelis constant	v32	OXA_cyt	0.384283580492	0.83845588416	1.62594434699	mM	Balanced parameter value	Basic		-0.956374508081	1.2491446643
Michaelis constant	v32	Glu_cyt	0.0285082550634	0.0688646168527	0.151426014778	mM	Balanced parameter value	Basic		-3.5575615823	1.3281180715
Michaelis constant	v33	Cit_cyt	0.454886373718	1.01608439933	2.02949013623	mM	Balanced parameter value	Basic		-0.78770761931	1.2678044291
Michaelis constant	v33	Mal	0.419935086168	1.10726343723	2.70146082557	mM	Balanced parameter value	Basic		-0.867655136393	1.39251336498
Michaelis constant	v33	Mal_cyt	0.74963039136	1.89107027267	4.37972246476	mM	Balanced parameter value	Basic		-0.288175005444	1.36038079674
Michaelis constant	v33	Cit	0.132318911458	0.296675406407	0.595358874902	mM	Balanced parameter value	Basic		-2.02254027433	1.27076640557
Michaelis constant	v34	ETFred	0.0396626205062	0.0943448916475	0.203622061372	mM	Balanced parameter value	Basic		-3.22734608379	1.3164709891
Michaelis constant	v34	Q	0.0288497424676	0.0791912888298	0.202438498221	mM	Balanced parameter value	Basic		-3.54565421267	1.42110185204
Michaelis constant	v34	ETFox	0.0250875302113	0.0596753388778	0.128795691035	mM	Balanced parameter value	Basic		-3.68538436062	1.3164709891
Michaelis constant	v34	QH2	0.0344903318055	0.0946744613374	0.242018485319	mM	Balanced parameter value	Basic		-3.36707623174	1.42110185204
Michaelis constant	v35	FADH2	0.0417312226646	0.0992928946871	0.214373183896	mM	Balanced parameter value	Basic		-3.17650568539	1.31668099469
Michaelis constant	v35	ETFox	0.0250875302113	0.0596753388778	0.128795691035	mM	Balanced parameter value	Basic		-3.68538436062	1.3164709891
Michaelis constant	v35	ETFred	0.0396626205062	0.0943448916475	0.203622061372	mM	Balanced parameter value	Basic		-3.22734608379	1.3164709891
Michaelis constant	v35	FAD	0.0238439500852	0.0567329369611	0.12248631049	mM	Balanced parameter value	Basic		-3.73622475902	1.31668099469
Michaelis constant	v36	ATP	0.0100021309886	0.0245533367303	0.0550460120124	mM	Balanced parameter value	Basic		-4.60495710983	1.34018624941
Michaelis constant	v36	CO2	0.324399489311	0.730542906534	1.47407523053	mM	Balanced parameter value	Basic		-1.125779531	1.27421522305
Michaelis constant	v36	Pyr	0.646773269532	1.63058174546	3.77364604284	mM	Balanced parameter value	Basic		-0.435759479388	1.35992376962
Michaelis constant	v36	Pi	1.23845721119	2.78975709437	5.6310521318	mM	Balanced parameter value	Basic		0.213866420456	1.27443172327
Michaelis constant	v36	ADP	0.00994950073115	0.0244241394188	0.0547563651576	mM	Balanced parameter value	Basic		-4.61023290684	1.34018624941
Michaelis constant	v36	OXA	0.210416186018	0.510562821485	1.12875085444	mM	Balanced parameter value	Basic		-1.55866787133	1.33148509651
Michaelis constant	v37	G3P	0.0439291391189	0.104540530441	0.225750127638	mM	Balanced parameter value	Basic		-3.12517741784	1.31681204899
Michaelis constant	v37	FAD	0.0238439500852	0.0567329369611	0.12248631049	mM	Balanced parameter value	Basic		-3.73622475902	1.31668099469
Michaelis constant	v37	FADH2	0.0417312226646	0.0992928946871	0.214373183896	mM	Balanced parameter value	Basic		-3.17650568539	1.31668099469
Michaelis constant	v37	DHAP	0.0226509603914	0.0539037063284	0.116402399457	mM	Balanced parameter value	Basic		-3.78755302656	1.31681204899
Michaelis constant	v38	NADH_cyt	0.0382038679866	0.104891587166	0.268206422656	mM	Balanced parameter value	Basic		-3.2648185123	1.42126038916
Michaelis constant	v38	DHAP	0.0226509603914	0.0539037063284	0.116402399457	mM	Balanced parameter value	Basic		-3.78755302656	1.31681204899
Michaelis constant	v38	G3P	0.0439291391189	0.104540530441	0.225750127638	mM	Balanced parameter value	Basic		-3.12517741784	1.31681204899
Michaelis constant	v38	NAD	0.0260454567207	0.0715097564169	0.182849516074	mM	Balanced parameter value	Basic		-3.64791193211	1.42126038916
Michaelis constant	v40	ADP_cyt	0.0990784973842	0.267612210604	0.671459559596	mM	Balanced parameter value	Basic		-2.31184284016	1.40969962648
Michaelis constant	v40	ADP	0.00994950073115	0.0244241394188	0.0547563651576	mM	Balanced parameter value	Basic		-4.61023290684	1.34018624941
Michaelis constant	v41	IsoCitcyt	0.45000997821	1.00554020908	2.00929979046	mM	Balanced parameter value	Basic		-0.798485522663	1.26807763267
Michaelis constant	v41	NADP_cyt	0.0266927866427	0.0635936795796	0.137514914944	mM	Balanced parameter value	Basic		-3.62336191327	1.31766514867
Michaelis constant	v41	OG_cyt	0.349457161593	0.78035160308	1.55806042808	mM	Balanced parameter value	Basic		-1.05137429537	1.26756744016
Michaelis constant	v41	NADPH_cyt	0.0372773814712	0.0888107294519	0.192044240676	mM	Balanced parameter value	Basic		-3.28936853114	1.31766514867
Michaelis constant	v42	IsoCitcyt	0.45000997821	1.00554020908	2.00929979046	mM	Balanced parameter value	Basic		-0.798485522663	1.26807763267
Michaelis constant	v42	Mal	0.419935086168	1.10726343723	2.70146082557	mM	Balanced parameter value	Basic		-0.867655136393	1.39251336498
Michaelis constant	v42	Mal_cyt	0.74963039136	1.89107027267	4.37972246476	mM	Balanced parameter value	Basic		-0.288175005444	1.36038079674
Michaelis constant	v42	IsoCit	0.131786727029	0.295511888573	0.593098385537	mM	Balanced parameter value	Basic		-2.02657036738	1.27084551106
Michaelis constant	v43	ATP	0.0100021309886	0.0245533367303	0.0550460120125	mM	Balanced parameter value	Basic		-4.60495710983	1.34018624941
Michaelis constant	v43	ATP_cyt	0.100416571357	0.271226364464	0.680527748801	mM	Balanced parameter value	Basic		-2.29842803199	1.40969962648
Michaelis constant	v39	Mal_cyt	0.74963039136	1.89107027267	4.37972246476	mM	Balanced parameter value	Basic		-0.288175005444	1.36038079674
Michaelis constant	v39	NADP_cyt	0.0266927866427	0.0635936795795	0.137514914944	mM	Balanced parameter value	Basic		-3.62336191327	1.31766514867
Michaelis constant	v39	NADPH_cyt	0.0372773814712	0.0888107294519	0.192044240676	mM	Balanced parameter value	Basic		-3.28936853114	1.31766514867
Michaelis constant	v39	PYR_cyt	0.604788937108	1.44010199241	3.1120683136	mM	Balanced parameter value	Basic		-0.502875746103	1.31726207358
Michaelis constant	v44	Mal	0.419935086168	1.10726343723	2.70146082557	mM	Balanced parameter value	Basic		-0.867655136393	1.39251336498
Michaelis constant	v44	NADP_p	0.142272451082	0.2712240466	0.440206707155	mM	Balanced parameter value	Basic		-1.95001139008	1.13595891707
Michaelis constant	v44	NADPH	0.00699388520153	0.0133329385372	0.021639854739	mM	Balanced parameter value	Basic		-4.96271905433	1.13595891707
Michaelis constant	v44	Pyr	0.646773269532	1.63058174546	3.77364604284	mM	Balanced parameter value	Basic		-0.435759479388	1.35992376962


